Concurso,Faixa,Ganhadores,Prêmio
1187,14 Acertos,899,"R$ 848,51"
1187,13 Acertos,21820,"R$ 15,00"
1187,12 Acertos,228077,"R$ 6,00"
1187,11 Acertos,1163799,"R$ 3,00"
1186,15 Acertos,4,"R$ 489.607,29"
1186,14 Acertos,525,"R$ 1.639,71"
1186,13 Acertos,18439,"R$ 15,00"
1186,12 Acertos,215732,"R$ 6,00"
1186,11 Acertos,1171676,"R$ 3,00"
1185,15 Acertos,3,"R$ 559.158,61"
1185,14 Acertos,602,"R$ 1.224,83"
1185,13 Acertos,22422,"R$ 15,00"
1185,12 Acertos,251471,"R$ 6,00"
1185,11 Acertos,1332381,"R$ 3,00"
1184,15 Acertos,1,"R$ 2.133.412,26"
1184,14 Acertos,358,"R$ 1.833,62"
1184,13 Acertos,14636,"R$ 15,00"
1184,12 Acertos,196640,"R$ 6,00"
1184,11 Acertos,1121789,"R$ 3,00"
1183,15 Acertos,3,"R$ 622.023,76"
1183,14 Acertos,699,"R$ 1.173,46"
1183,13 Acertos,20572,"R$ 15,00"
1183,12 Acertos,245877,"R$ 6,00"
1183,11 Acertos,1289743,"R$ 3,00"
1182,15 Acertos,3,"R$ 709.341,60"
1182,14 Acertos,646,"R$ 1.447,98"
1182,13 Acertos,17244,"R$ 15,00"
1182,12 Acertos,241549,"R$ 6,00"
1182,11 Acertos,1308110,"R$ 3,00"
1181,15 Acertos,3,"R$ 1.757.452,83"
1181,14 Acertos,541,"R$ 1.757,19"
1181,13 Acertos,19932,"R$ 15,00"
1181,12 Acertos,283733,"R$ 6,00"
1181,11 Acertos,1694528,"R$ 3,00"
1180,15 Acertos,0,"R$ 0,00"
1180,14 Acertos,299,"R$ 2.246,23"
1180,13 Acertos,13637,"R$ 15,00"
1180,12 Acertos,185213,"R$ 6,00"
1180,11 Acertos,1223802,"R$ 3,00"
1179,15 Acertos,3,"R$ 578.249,52"
1179,14 Acertos,496,"R$ 1.537,35"
1179,13 Acertos,22763,"R$ 15,00"
1179,12 Acertos,271836,"R$ 6,00"
1179,11 Acertos,1490266,"R$ 3,00"
1178,15 Acertos,3,"R$ 690.246,30"
1178,14 Acertos,326,"R$ 1.954,45"
1178,13 Acertos,15255,"R$ 15,00"
1178,12 Acertos,206292,"R$ 6,00"
1178,11 Acertos,1222447,"R$ 3,00"
1190,15 Acertos,1,"R$ 2.136.248,97"
1190,14 Acertos,475,"R$ 1.383,81"
1190,13 Acertos,15338,"R$ 15,00"
1190,12 Acertos,184727,"R$ 6,00"
1190,11 Acertos,1058979,"R$ 3,00"
1177,15 Acertos,3,"R$ 701.474,06"
1177,14 Acertos,587,"R$ 1.575,84"
1177,13 Acertos,19019,"R$ 15,00"
1177,12 Acertos,221344,"R$ 6,00"
1177,11 Acertos,1197839,"R$ 3,00"
1175,15 Acertos,1,"R$ 1.595.985,68"
1175,14 Acertos,512,"R$ 1.370,18"
1175,13 Acertos,19620,"R$ 15,00"
1175,12 Acertos,247783,"R$ 6,00"
1175,11 Acertos,1296485,"R$ 3,00"
1176,15 Acertos,3,"R$ 510.552,33"
1176,14 Acertos,698,"R$ 964,54"
1176,13 Acertos,25478,"R$ 15,00"
1176,12 Acertos,279317,"R$ 6,00"
1176,11 Acertos,1403735,"R$ 3,00"
1174,15 Acertos,7,"R$ 178.710,18"
1174,14 Acertos,811,"R$ 678,02"
1174,13 Acertos,28183,"R$ 15,00"
1174,12 Acertos,303396,"R$ 6,00"
1174,11 Acertos,1514567,"R$ 3,00"
1173,15 Acertos,1,"R$ 2.163.456,64"
1173,14 Acertos,413,"R$ 1.611,82"
1173,13 Acertos,17120,"R$ 15,00"
1173,12 Acertos,221866,"R$ 6,00"
1173,11 Acertos,1181935,"R$ 3,00"
1172,15 Acertos,1,"R$ 1.744.500,41"
1172,14 Acertos,705,"R$ 1.087,67"
1172,13 Acertos,14069,"R$ 15,00"
1172,12 Acertos,198218,"R$ 6,00"
1172,11 Acertos,1099818,"R$ 3,00"
1171,15 Acertos,1,"R$ 2.300.961,79"
1171,14 Acertos,355,"R$ 1.994,33"
1171,13 Acertos,13902,"R$ 15,00"
1171,12 Acertos,224453,"R$ 6,00"
1171,11 Acertos,1173519,"R$ 3,00"
1170,15 Acertos,3,"R$ 647.596,70"
1170,14 Acertos,634,"R$ 1.346,96"
1170,13 Acertos,20663,"R$ 15,00"
1170,12 Acertos,233917,"R$ 6,00"
1170,11 Acertos,1240784,"R$ 3,00"
1169,15 Acertos,4,"R$ 400.866,58"
1169,14 Acertos,699,"R$ 1.008,32"
1169,13 Acertos,21979,"R$ 15,00"
1169,12 Acertos,258006,"R$ 6,00"
1169,11 Acertos,1351133,"R$ 3,00"
1168,15 Acertos,5,"R$ 311.311,55"
1168,14 Acertos,595,"R$ 1.149,91"
1168,13 Acertos,22091,"R$ 15,00"
1168,12 Acertos,291652,"R$ 6,00"
1168,11 Acertos,1460421,"R$ 3,00"
1167,15 Acertos,4,"R$ 473.836,81"
1167,14 Acertos,640,"R$ 1.301,74"
1167,13 Acertos,20502,"R$ 15,00"
1167,12 Acertos,232789,"R$ 6,00"
1167,11 Acertos,1234202,"R$ 3,00"
1166,15 Acertos,3,"R$ 616.486,15"
1166,14 Acertos,686,"R$ 1.185,05"
1166,13 Acertos,22016,"R$ 15,00"
1166,12 Acertos,246471,"R$ 6,00"
1166,11 Acertos,1245506,"R$ 3,00"
1165,15 Acertos,2,"R$ 877.464,49"
1165,14 Acertos,589,"R$ 1.309,67"
1165,13 Acertos,20036,"R$ 15,00"
1165,12 Acertos,251573,"R$ 6,00"
1165,11 Acertos,1397441,"R$ 3,00"
1163,15 Acertos,1,"R$ 1.867.921,45"
1163,14 Acertos,576,"R$ 1.425,45"
1163,13 Acertos,20836,"R$ 15,00"
1163,12 Acertos,242672,"R$ 6,00"
1163,11 Acertos,1236105,"R$ 3,00"
1162,15 Acertos,11,"R$ 102.077,86"
1162,14 Acertos,1440,"R$ 342,75"
1162,13 Acertos,40577,"R$ 15,00"
1162,12 Acertos,363592,"R$ 6,00"
1162,11 Acertos,1479490,"R$ 3,00"
1161,15 Acertos,5,"R$ 310.457,21"
1161,14 Acertos,1035,"R$ 659,24"
1161,13 Acertos,26534,"R$ 15,00"
1161,12 Acertos,280113,"R$ 6,00"
1161,11 Acertos,1247330,"R$ 3,00"
1160,15 Acertos,3,"R$ 688.006,87"
1160,14 Acertos,424,"R$ 1.497,84"
1160,13 Acertos,16434,"R$ 15,00"
1160,12 Acertos,222231,"R$ 6,00"
1160,11 Acertos,1185333,"R$ 3,00"
1157,15 Acertos,6,"R$ 738.515,95"
1157,14 Acertos,937,"R$ 1.100,68"
1157,13 Acertos,30766,"R$ 15,00"
1157,12 Acertos,346838,"R$ 6,00"
1157,11 Acertos,1789798,"R$ 3,00"
1159,15 Acertos,3,"R$ 696.391,36"
1159,14 Acertos,562,"R$ 1.634,01"
1159,13 Acertos,22730,"R$ 15,00"
1159,12 Acertos,231018,"R$ 6,00"
1159,11 Acertos,1275540,"R$ 3,00"
1164,15 Acertos,7,"R$ 189.144,37"
1164,14 Acertos,713,"R$ 816,24"
1164,13 Acertos,24177,"R$ 15,00"
1164,12 Acertos,291098,"R$ 6,00"
1164,11 Acertos,1433864,"R$ 3,00"
1153,15 Acertos,3,"R$ 392.949,95"
1153,14 Acertos,522,"R$ 992,67"
1153,13 Acertos,15414,"R$ 15,00"
1153,12 Acertos,174490,"R$ 6,00"
1153,11 Acertos,910818,"R$ 3,00"
1152,15 Acertos,2,"R$ 778.768,69"
1152,14 Acertos,259,"R$ 1.850,36"
1152,13 Acertos,9757,"R$ 15,00"
1152,12 Acertos,135337,"R$ 6,00"
1152,11 Acertos,836435,"R$ 3,00"
1151,15 Acertos,4,"R$ 459.987,86"
1151,14 Acertos,460,"R$ 1.758,19"
1151,13 Acertos,17742,"R$ 15,00"
1151,12 Acertos,209598,"R$ 6,00"
1151,11 Acertos,1093353,"R$ 3,00"
1150,15 Acertos,2,"R$ 604.238,68"
1150,14 Acertos,482,"R$ 1.102,07"
1150,13 Acertos,16197,"R$ 15,00"
1150,12 Acertos,195615,"R$ 6,00"
1150,11 Acertos,1064448,"R$ 3,00"
1149,15 Acertos,2,"R$ 719.185,53"
1149,14 Acertos,429,"R$ 1.473,77"
1149,13 Acertos,14289,"R$ 15,00"
1149,12 Acertos,186969,"R$ 6,00"
1149,11 Acertos,984735,"R$ 3,00"
1148,15 Acertos,2,"R$ 1.079.807,50"
1148,14 Acertos,322,"R$ 2.063,65"
1148,13 Acertos,12633,"R$ 15,00"
1148,12 Acertos,187656,"R$ 6,00"
1148,11 Acertos,1130100,"R$ 3,00"
1147,15 Acertos,1,"R$ 2.369.438,83"
1147,14 Acertos,301,"R$ 2.422,12"
1147,13 Acertos,12821,"R$ 15,00"
1147,12 Acertos,190465,"R$ 6,00"
1147,11 Acertos,1092199,"R$ 3,00"
1146,15 Acertos,4,"R$ 360.410,22"
1146,14 Acertos,651,"R$ 973,40"
1146,13 Acertos,23815,"R$ 15,00"
1146,12 Acertos,279365,"R$ 6,00"
1146,11 Acertos,1411948,"R$ 3,00"
1145,15 Acertos,6,"R$ 271.763,87"
1145,14 Acertos,746,"R$ 960,77"
1145,13 Acertos,37952,"R$ 15,00"
1145,12 Acertos,252358,"R$ 6,00"
1145,11 Acertos,1308997,"R$ 3,00"
1144,15 Acertos,6,"R$ 241.841,41"
1144,14 Acertos,1236,"R$ 516,03"
1144,13 Acertos,29640,"R$ 15,00"
1144,12 Acertos,315854,"R$ 6,00"
1144,11 Acertos,1451025,"R$ 3,00"
1143,15 Acertos,4,"R$ 460.903,92"
1143,14 Acertos,571,"R$ 1.419,23"
1143,13 Acertos,18883,"R$ 15,00"
1143,12 Acertos,239090,"R$ 6,00"
1143,11 Acertos,1289297,"R$ 3,00"
1142,15 Acertos,2,"R$ 747.916,43"
1142,14 Acertos,836,"R$ 786,49"
1142,13 Acertos,23198,"R$ 15,00"
1142,12 Acertos,256342,"R$ 6,00"
1142,11 Acertos,1263713,"R$ 3,00"
1141,15 Acertos,4,"R$ 1.190.925,71"
1141,14 Acertos,592,"R$ 1.462,30"
1141,13 Acertos,23206,"R$ 15,00"
1141,12 Acertos,314532,"R$ 6,00"
1141,11 Acertos,1920172,"R$ 3,00"
1140,15 Acertos,0,"R$ 0,00"
1140,14 Acertos,386,"R$ 1.554,60"
1140,13 Acertos,15516,"R$ 15,00"
1140,12 Acertos,209836,"R$ 6,00"
1140,11 Acertos,1298920,"R$ 3,00"
1139,15 Acertos,1,"R$ 2.201.111,46"
1139,14 Acertos,303,"R$ 2.235,20"
1139,13 Acertos,12072,"R$ 15,00"
1139,12 Acertos,181076,"R$ 6,00"
1139,11 Acertos,1177788,"R$ 3,00"
1158,15 Acertos,9,"R$ 201.672,54"
1158,14 Acertos,724,"R$ 1.101,96"
1158,13 Acertos,24208,"R$ 15,00"
1158,12 Acertos,270149,"R$ 6,00"
1158,11 Acertos,1353881,"R$ 3,00"
1156,15 Acertos,0,"R$ 0,00"
1156,14 Acertos,420,"R$ 1.527,33"
1156,13 Acertos,16951,"R$ 15,00"
1156,12 Acertos,252050,"R$ 6,00"
1156,11 Acertos,1362970,"R$ 3,00"
1155,15 Acertos,8,"R$ 410.025,11"
1155,14 Acertos,1349,"R$ 676,16"
1155,13 Acertos,37110,"R$ 15,00"
1155,12 Acertos,378572,"R$ 6,00"
1155,11 Acertos,1808028,"R$ 3,00"
1154,15 Acertos,0,"R$ 0,00"
1154,14 Acertos,702,"R$ 754,55"
1154,13 Acertos,31672,"R$ 15,00"
1154,12 Acertos,294190,"R$ 6,00"
1154,11 Acertos,1344456,"R$ 3,00"
1138,15 Acertos,4,"R$ 384.620,32"
1138,14 Acertos,1076,"R$ 628,49"
1138,13 Acertos,31382,"R$ 15,00"
1138,12 Acertos,310119,"R$ 6,00"
1138,11 Acertos,1257078,"R$ 3,00"
1137,15 Acertos,2,"R$ 827.881,58"
1137,14 Acertos,560,"R$ 1.299,65"
1137,13 Acertos,19417,"R$ 15,00"
1137,12 Acertos,232427,"R$ 6,00"
1137,11 Acertos,1200513,"R$ 3,00"
1136,15 Acertos,4,"R$ 466.867,51"
1136,14 Acertos,504,"R$ 1.628,70"
1136,13 Acertos,17203,"R$ 15,00"
1136,12 Acertos,213223,"R$ 6,00"
1136,11 Acertos,1189269,"R$ 3,00"
1135,15 Acertos,4,"R$ 438.011,49"
1135,14 Acertos,539,"R$ 1.428,81"
1135,13 Acertos,17046,"R$ 15,00"
1135,12 Acertos,211764,"R$ 6,00"
1135,11 Acertos,1140612,"R$ 3,00"
1134,15 Acertos,5,"R$ 326.065,77"
1134,14 Acertos,554,"R$ 1.293,55"
1134,13 Acertos,20193,"R$ 15,00"
1134,12 Acertos,253694,"R$ 6,00"
1134,11 Acertos,1279332,"R$ 3,00"
1132,15 Acertos,2,"R$ 916.916,68"
1132,14 Acertos,402,"R$ 1.403,62"
1132,13 Acertos,16714,"R$ 15,00"
1132,12 Acertos,248052,"R$ 6,00"
1132,11 Acertos,1289600,"R$ 3,00"
1131,15 Acertos,2,"R$ 955.752,26"
1131,14 Acertos,2117,"R$ 396,89"
1131,13 Acertos,16081,"R$ 15,00"
1131,12 Acertos,214646,"R$ 6,00"
1131,11 Acertos,1236658,"R$ 3,00"
1130,15 Acertos,3,"R$ 546.804,58"
1130,14 Acertos,605,"R$ 1.191,83"
1130,13 Acertos,20445,"R$ 15,00"
1130,12 Acertos,244226,"R$ 6,00"
1130,11 Acertos,1265877,"R$ 3,00"
1129,15 Acertos,5,"R$ 281.337,78"
1129,14 Acertos,787,"R$ 785,67"
1129,13 Acertos,25979,"R$ 15,00"
1129,12 Acertos,292972,"R$ 6,00"
1129,11 Acertos,1269964,"R$ 3,00"
1128,15 Acertos,1,"R$ 2.119.600,42"
1128,14 Acertos,454,"R$ 1.436,53"
1128,13 Acertos,16553,"R$ 15,00"
1128,12 Acertos,193920,"R$ 6,00"
1128,11 Acertos,1097782,"R$ 3,00"
1127,15 Acertos,1,"R$ 1.805.531,45"
1127,14 Acertos,676,"R$ 1.174,02"
1127,13 Acertos,19989,"R$ 15,00"
1127,12 Acertos,232294,"R$ 6,00"
1127,11 Acertos,1174606,"R$ 3,00"
1126,15 Acertos,2,"R$ 849.924,12"
1126,14 Acertos,605,"R$ 1.235,01"
1126,13 Acertos,21231,"R$ 15,00"
1126,12 Acertos,250946,"R$ 6,00"
1126,11 Acertos,1291504,"R$ 3,00"
1125,15 Acertos,3,"R$ 634.432,42"
1125,14 Acertos,433,"R$ 1.352,50"
1125,13 Acertos,15578,"R$ 15,00"
1125,12 Acertos,200219,"R$ 6,00"
1125,11 Acertos,1104391,"R$ 3,00"
1123,15 Acertos,7,"R$ 241.613,08"
1123,14 Acertos,1268,"R$ 586,29"
1123,13 Acertos,26968,"R$ 15,00"
1123,12 Acertos,251413,"R$ 6,00"
1123,11 Acertos,1211834,"R$ 3,00"
1122,15 Acertos,4,"R$ 428.378,51"
1122,14 Acertos,507,"R$ 1.485,58"
1122,13 Acertos,19267,"R$ 15,00"
1122,12 Acertos,242287,"R$ 6,00"
1122,11 Acertos,1252543,"R$ 3,00"
1121,15 Acertos,3,"R$ 576.039,22"
1121,14 Acertos,692,"R$ 1.097,70"
1121,13 Acertos,18930,"R$ 15,00"
1121,12 Acertos,210069,"R$ 6,00"
1121,11 Acertos,1150063,"R$ 3,00"
1120,15 Acertos,2,"R$ 837.318,77"
1120,14 Acertos,557,"R$ 1.321,55"
1120,13 Acertos,22063,"R$ 15,00"
1120,12 Acertos,255913,"R$ 6,00"
1120,11 Acertos,1334951,"R$ 3,00"
1119,15 Acertos,6,"R$ 275.733,74"
1119,14 Acertos,662,"R$ 1.098,50"
1119,13 Acertos,21209,"R$ 15,00"
1119,12 Acertos,244545,"R$ 6,00"
1119,11 Acertos,1295689,"R$ 3,00"
1118,15 Acertos,7,"R$ 227.454,00"
1118,14 Acertos,605,"R$ 1.156,79"
1118,13 Acertos,23163,"R$ 15,00"
1118,12 Acertos,296624,"R$ 6,00"
1118,11 Acertos,1309570,"R$ 3,00"
1116,15 Acertos,4,"R$ 458.691,55"
1116,14 Acertos,658,"R$ 1.225,66"
1116,13 Acertos,21399,"R$ 15,00"
1116,12 Acertos,260290,"R$ 6,00"
1116,11 Acertos,1291171,"R$ 3,00"
1115,15 Acertos,3,"R$ 556.188,99"
1115,14 Acertos,793,"R$ 924,88"
1115,13 Acertos,22959,"R$ 15,00"
1115,12 Acertos,256981,"R$ 6,00"
1115,11 Acertos,1311089,"R$ 3,00"
1114,15 Acertos,4,"R$ 501.959,52"
1114,14 Acertos,475,"R$ 1.300,63"
1114,13 Acertos,18773,"R$ 15,00"
1114,12 Acertos,225065,"R$ 6,00"
1114,11 Acertos,1357920,"R$ 3,00"
1110,15 Acertos,0,"R$ 0,00"
1110,14 Acertos,315,"R$ 2.079,24"
1110,13 Acertos,13016,"R$ 15,00"
1110,12 Acertos,193906,"R$ 6,00"
1110,11 Acertos,1136223,"R$ 3,00"
1117,15 Acertos,3,"R$ 580.834,29"
1117,14 Acertos,602,"R$ 1.272,31"
1117,13 Acertos,20503,"R$ 15,00"
1117,12 Acertos,257019,"R$ 6,00"
1117,11 Acertos,1432100,"R$ 3,00"
1113,15 Acertos,4,"R$ 409.143,59"
1113,14 Acertos,1021,"R$ 704,57"
1113,13 Acertos,27300,"R$ 15,00"
1113,12 Acertos,262213,"R$ 6,00"
1113,11 Acertos,1296047,"R$ 3,00"
1112,15 Acertos,5,"R$ 388.932,47"
1112,14 Acertos,512,"R$ 1.669,52"
1112,13 Acertos,18787,"R$ 15,00"
1112,12 Acertos,237649,"R$ 6,00"
1112,11 Acertos,1228639,"R$ 3,00"
1111,15 Acertos,4,"R$ 1.139.732,18"
1111,14 Acertos,991,"R$ 1.077,97"
1111,13 Acertos,31566,"R$ 15,00"
1111,12 Acertos,377791,"R$ 6,00"
1111,11 Acertos,1816230,"R$ 3,00"
1107,15 Acertos,7,"R$ 273.352,05"
1107,14 Acertos,721,"R$ 1.166,55"
1107,13 Acertos,22091,"R$ 15,00"
1107,12 Acertos,247818,"R$ 6,00"
1107,11 Acertos,1293942,"R$ 3,00"
1109,15 Acertos,2,"R$ 1.186.674,68"
1109,14 Acertos,380,"R$ 1.921,74"
1109,13 Acertos,12936,"R$ 15,00"
1109,12 Acertos,172203,"R$ 6,00"
1109,11 Acertos,1098560,"R$ 3,00"
1106,15 Acertos,4,"R$ 478.100,64"
1106,14 Acertos,488,"R$ 1.722,57"
1106,13 Acertos,18020,"R$ 15,00"
1106,12 Acertos,243860,"R$ 6,00"
1106,11 Acertos,1357085,"R$ 3,00"
1105,15 Acertos,15,"R$ 117.156,05"
1105,14 Acertos,1386,"R$ 557,32"
1105,13 Acertos,31837,"R$ 15,00"
1105,12 Acertos,316512,"R$ 6,00"
1105,11 Acertos,1481403,"R$ 3,00"
1104,15 Acertos,6,"R$ 310.070,39"
1104,14 Acertos,1109,"R$ 737,39"
1104,13 Acertos,29131,"R$ 15,00"
1104,12 Acertos,284124,"R$ 6,00"
1104,11 Acertos,1444711,"R$ 3,00"
1103,15 Acertos,21,"R$ 56.657,37"
1103,14 Acertos,1252,"R$ 417,72"
1103,13 Acertos,23708,"R$ 15,00"
1103,12 Acertos,210230,"R$ 6,00"
1103,11 Acertos,959977,"R$ 3,00"
1108,15 Acertos,4,"R$ 442.633,42"
1108,14 Acertos,1120,"R$ 694,87"
1108,13 Acertos,22953,"R$ 15,00"
1108,12 Acertos,259520,"R$ 6,00"
1108,11 Acertos,1398354,"R$ 3,00"
1133,15 Acertos,2,"R$ 663.160,43"
1133,14 Acertos,453,"R$ 1.286,97"
1133,13 Acertos,22944,"R$ 15,00"
1133,12 Acertos,210142,"R$ 6,00"
1133,11 Acertos,1105535,"R$ 3,00"
1102,15 Acertos,43,"R$ 1.821.021,77"
1102,14 Acertos,5889,"R$ 1.289,49"
1102,13 Acertos,208949,"R$ 15,00"
1102,12 Acertos,2486760,"R$ 6,00"
1102,11 Acertos,12497682,"R$ 3,00"
1101,15 Acertos,4,"R$ 332.700,25"
1101,14 Acertos,705,"R$ 829,74"
1101,13 Acertos,20531,"R$ 15,00"
1101,12 Acertos,233817,"R$ 6,00"
1101,11 Acertos,1204560,"R$ 3,00"
1100,15 Acertos,6,"R$ 672.700,14"
1100,14 Acertos,606,"R$ 1.586,11"
1100,13 Acertos,32047,"R$ 15,00"
1100,12 Acertos,252092,"R$ 6,00"
1100,11 Acertos,1357968,"R$ 3,00"
1099,15 Acertos,0,"R$ 0,00"
1099,14 Acertos,445,"R$ 1.278,83"
1099,13 Acertos,13926,"R$ 15,00"
1099,12 Acertos,204099,"R$ 6,00"
1099,11 Acertos,1108572,"R$ 3,00"
1098,15 Acertos,6,"R$ 298.311,84"
1098,14 Acertos,501,"R$ 1.570,37"
1098,13 Acertos,17499,"R$ 15,00"
1098,12 Acertos,221545,"R$ 6,00"
1098,11 Acertos,1172307,"R$ 3,00"
1097,15 Acertos,2,"R$ 857.449,65"
1097,14 Acertos,558,"R$ 1.350,89"
1097,13 Acertos,18004,"R$ 15,00"
1097,12 Acertos,228483,"R$ 6,00"
1097,11 Acertos,1143605,"R$ 3,00"
1096,15 Acertos,1,"R$ 1.748.819,90"
1096,14 Acertos,387,"R$ 1.390,44"
1096,13 Acertos,16631,"R$ 15,00"
1096,12 Acertos,224796,"R$ 6,00"
1096,11 Acertos,1244102,"R$ 3,00"
1124,15 Acertos,3,"R$ 537.749,69"
1124,14 Acertos,633,"R$ 1.120,25"
1124,13 Acertos,21008,"R$ 15,00"
1124,12 Acertos,237375,"R$ 6,00"
1124,11 Acertos,1251168,"R$ 3,00"
1095,15 Acertos,5,"R$ 330.935,28"
1095,14 Acertos,429,"R$ 1.695,40"
1095,13 Acertos,17340,"R$ 15,00"
1095,12 Acertos,214567,"R$ 6,00"
1095,11 Acertos,1219979,"R$ 3,00"
1094,15 Acertos,1,"R$ 1.904.616,90"
1094,14 Acertos,495,"R$ 1.691,30"
1094,13 Acertos,16620,"R$ 15,00"
1094,12 Acertos,209370,"R$ 6,00"
1094,11 Acertos,1146233,"R$ 3,00"
1093,15 Acertos,6,"R$ 681.475,69"
1093,14 Acertos,791,"R$ 1.207,40"
1093,13 Acertos,33037,"R$ 15,00"
1093,12 Acertos,314914,"R$ 6,00"
1093,11 Acertos,1666212,"R$ 3,00"
1092,15 Acertos,0,"R$ 0,00"
1092,14 Acertos,515,"R$ 1.635,41"
1092,13 Acertos,17302,"R$ 15,00"
1092,12 Acertos,220281,"R$ 6,00"
1092,11 Acertos,1260018,"R$ 3,00"
1090,15 Acertos,6,"R$ 268.469,06"
1090,14 Acertos,710,"R$ 997,25"
1090,13 Acertos,22999,"R$ 15,00"
1090,12 Acertos,259637,"R$ 6,00"
1090,11 Acertos,1319016,"R$ 3,00"
1091,15 Acertos,1,"R$ 1.741.767,42"
1091,14 Acertos,515,"R$ 1.486,62"
1091,13 Acertos,19097,"R$ 15,00"
1091,12 Acertos,242520,"R$ 6,00"
1091,11 Acertos,1260300,"R$ 3,00"
1089,15 Acertos,6,"R$ 268.869,96"
1089,14 Acertos,706,"R$ 1.004,40"
1089,13 Acertos,21119,"R$ 15,00"
1089,12 Acertos,260662,"R$ 6,00"
1089,11 Acertos,1316282,"R$ 3,00"
1088,15 Acertos,3,"R$ 526.328,49"
1088,14 Acertos,539,"R$ 1.287,68"
1088,13 Acertos,18869,"R$ 15,00"
1088,12 Acertos,229484,"R$ 6,00"
1088,11 Acertos,1160548,"R$ 3,00"
1087,15 Acertos,3,"R$ 554.888,77"
1087,14 Acertos,466,"R$ 1.570,21"
1087,13 Acertos,17654,"R$ 15,00"
1087,12 Acertos,221277,"R$ 6,00"
1087,11 Acertos,1146365,"R$ 3,00"
1086,15 Acertos,6,"R$ 207.042,29"
1086,14 Acertos,859,"R$ 635,67"
1086,13 Acertos,26010,"R$ 15,00"
1086,12 Acertos,267172,"R$ 6,00"
1086,11 Acertos,1349851,"R$ 3,00"
1085,15 Acertos,4,"R$ 494.269,81"
1085,14 Acertos,384,"R$ 1.584,20"
1085,13 Acertos,17836,"R$ 15,00"
1085,12 Acertos,170952,"R$ 6,00"
1085,11 Acertos,1024860,"R$ 3,00"
1084,15 Acertos,4,"R$ 429.868,18"
1084,14 Acertos,611,"R$ 1.237,00"
1084,13 Acertos,25029,"R$ 15,00"
1084,12 Acertos,214235,"R$ 6,00"
1084,11 Acertos,1163531,"R$ 3,00"
1083,15 Acertos,1,"R$ 1.787.391,37"
1083,14 Acertos,344,"R$ 1.598,74"
1083,13 Acertos,13615,"R$ 15,00"
1083,12 Acertos,217109,"R$ 6,00"
1083,11 Acertos,1133008,"R$ 3,00"
1082,15 Acertos,2,"R$ 654.156,58"
1082,14 Acertos,558,"R$ 1.030,61"
1082,13 Acertos,21671,"R$ 15,00"
1082,12 Acertos,260355,"R$ 6,00"
1082,11 Acertos,1300852,"R$ 3,00"
1081,15 Acertos,2,"R$ 940.950,46"
1081,14 Acertos,398,"R$ 1.454,89"
1081,13 Acertos,15915,"R$ 15,00"
1081,12 Acertos,184400,"R$ 6,00"
1081,11 Acertos,1055715,"R$ 3,00"
1080,15 Acertos,2,"R$ 977.364,19"
1080,14 Acertos,376,"R$ 1.599,62"
1080,13 Acertos,15540,"R$ 15,00"
1080,12 Acertos,216713,"R$ 6,00"
1080,11 Acertos,1183330,"R$ 3,00"
1079,15 Acertos,4,"R$ 336.289,73"
1079,14 Acertos,342,"R$ 1.728,88"
1079,13 Acertos,12621,"R$ 15,00"
1079,12 Acertos,162490,"R$ 6,00"
1079,11 Acertos,890341,"R$ 3,00"
1077,15 Acertos,3,"R$ 532.018,11"
1077,14 Acertos,549,"R$ 1.277,89"
1077,13 Acertos,15166,"R$ 15,00"
1077,12 Acertos,178761,"R$ 6,00"
1077,11 Acertos,1020398,"R$ 3,00"
1078,15 Acertos,2,"R$ 740.655,16"
1078,14 Acertos,583,"R$ 1.116,85"
1078,13 Acertos,21071,"R$ 15,00"
1078,12 Acertos,243726,"R$ 6,00"
1078,11 Acertos,1269257,"R$ 3,00"
1071,15 Acertos,2,"R$ 709.026,20"
1071,14 Acertos,372,"R$ 1.675,59"
1071,13 Acertos,13805,"R$ 15,00"
1071,12 Acertos,176088,"R$ 6,00"
1071,11 Acertos,946178,"R$ 3,00"
1070,15 Acertos,1,"R$ 1.563.785,03"
1070,14 Acertos,446,"R$ 1.541,20"
1070,13 Acertos,13763,"R$ 15,00"
1070,12 Acertos,182171,"R$ 6,00"
1070,11 Acertos,946984,"R$ 3,00"
1069,15 Acertos,4,"R$ 437.233,75"
1069,14 Acertos,462,"R$ 1.663,98"
1069,13 Acertos,15977,"R$ 15,00"
1069,12 Acertos,204302,"R$ 6,00"
1069,11 Acertos,1150636,"R$ 3,00"
1068,15 Acertos,1,"R$ 1.617.102,55"
1068,14 Acertos,395,"R$ 1.259,67"
1068,13 Acertos,14346,"R$ 15,00"
1068,12 Acertos,194839,"R$ 6,00"
1068,11 Acertos,1046445,"R$ 3,00"
1067,15 Acertos,3,"R$ 545.041,79"
1067,14 Acertos,398,"R$ 1.264,11"
1067,13 Acertos,15792,"R$ 15,00"
1067,12 Acertos,226013,"R$ 6,00"
1067,11 Acertos,1238826,"R$ 3,00"
1066,15 Acertos,1,"R$ 2.013.464,58"
1066,14 Acertos,315,"R$ 1.966,75"
1066,13 Acertos,13142,"R$ 15,00"
1066,12 Acertos,188528,"R$ 6,00"
1066,11 Acertos,1059026,"R$ 3,00"
1076,15 Acertos,3,"R$ 623.595,11"
1076,14 Acertos,420,"R$ 1.370,54"
1076,13 Acertos,14168,"R$ 15,00"
